textboxDate.text,textboxElectronicSignature.text,textboxAge.text,textboxInitials.text,sliderViewConditions.response,sliderColorScientist.response,sliderCVD.response,sliderGenderIdentification.response,mouseResponse.x,mouseResponse.y,mouseResponse.leftButton,mouseResponse.midButton,mouseResponse.rightButton,mouseResponse.time,mouseResponse.clicked_name,mouseResponseLocation,choiceColor,choiceIndex,trialsStimuli.thisRepN,trialsStimuli.thisTrialN,trialsStimuli.thisN,trialsStimuli.thisIndex,trialsStimuli.ran,File_Name,color1,color2,color3,color4,color5,color6,color7,color8,Question,,date,expName,psychopyVersion,OS,frameRate,participant,trialsBlock.thisRepN,trialsBlock.thisTrialN,trialsBlock.thisN,trialsBlock.thisIndex,trialsBlock.ran,cond_file
03/31/22,Ansleigh Myers,19,AM,2,2,2,1,-0.071944444,-0.186393229,1,0,0,3.6453,seventhChoice,6,"0.49412, 0.090196, 0.062745",4,0,0,0,0,1,resources/test_wine.png,"0.40784, 0.070588, 0.070588","0.6, 0.043137, 0.035294","0.44887, 0.066156, 0.074042","0.49412, 0.090196, 0.062745","0.53725, 0.011765, 0.0078431","0.30196, 0.066667, 0.062745","0.35427, 0.069613, 0.067232","0.41756, 0.054997, 0.039926",What is the color of the previous image?,,2022-03-31_11h01.03.324,Representative Color,2021.2.3,MacIntel,60.0024001,3238,,,,,,
,,,,,,,,0.063233507,0.191987847,1,0,0,1.3271,secondChoice,1,"0.88235, 0.33333, 0.21176",4,0,1,1,3,1,resources/test_tomato_red.png,"0.80784, 0.27451, 0.18431","0.84314, 0.21961, 0.10196","0.86089, 0.28874, 0.19361","0.88235, 0.33333, 0.21176","0.74118, 0.22745, 0.16863","0.79608, 0.21569, 0.12941","0.77439, 0.25104, 0.17647","0.85235, 0.25555, 0.14958",What is the color of the tomato in the previous image?,,2022-03-31_11h01.03.324,Representative Color,2021.2.3,MacIntel,60.0024001,3238,,,,,,
,,,,,,,,-0.167717014,0.074613715,1,0,0,1.4794,thirdChoice,2,"0.2, 0.35686, 0.6902",2,0,2,2,2,1,resources/test_sky.png,"0.26275, 0.46667, 0.76863","0.2, 0.35686, 0.6902","0.27689, 0.50341, 0.83205","0.21961, 0.41176, 0.72157","0.2415, 0.43907, 0.74504","0.21025, 0.38424, 0.70588","0.35291, 0.58434, 0.85098","0.42745, 0.60784, 0.84314",What is the color of the previous image?,,2022-03-31_11h01.03.324,Representative Color,2021.2.3,MacIntel,60.0024001,3238,,,,,,
,,,,,,,,0.067222222,-0.18672309,1,0,0,2.5648,eighthChoice,7,"0.4549, 0.49412, 0.11765",6,0,3,3,1,1,resources/test_tomato_green.png,"0.50196, 0.52941, 0.19608","0.57255, 0.58431, 0.12549","0.53942, 0.56976, 0.20711","0.6093, 0.62259, 0.12696","0.68627, 0.71373, 0.26667","0.4549, 0.49412, 0.11765","0.61961, 0.64314, 0.26667","0.37647, 0.41569, 0.12941",What is the color of the previous image?,,2022-03-31_11h01.03.324,Representative Color,2021.2.3,MacIntel,60.0024001,3238,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-31_11h01.03.324,Representative Color,2021.2.3,MacIntel,60.0024001,3238,0,0,0,0,1,resources/training.xlsx
,,,,,,,,0.197868924,-0.069596354,1,0,0,2.3632,sixthChoice,5,"0.65098, 0.41176, 0.28235",6,0,0,0,11,1,resources/t1Model-R.png,"0.56863, 0.34902, 0.22353","0.54902, 0.27843, 0.15686","0.62375, 0.38114, 0.24213","0.60078, 0.30229, 0.16803","0.48235, 0.24314, 0.13333","0.65098, 0.41176, 0.28235","0.49412, 0.28627, 0.16471","0.54118, 0.31373, 0.19216",What is the color of the previous image?,,2022-03-31_11h01.03.324,Representative Color,2021.2.3,MacIntel,60.0024001,3238,,,,,,
,,,,,,,,0.063615451,-0.189796007,1,0,0,1.28,eighthChoice,7,"0.60784, 0.52941, 0.18824",7,0,1,1,15,1,resources/t1green22days1_hdrOff.png,"0.68235, 0.57255, 0.20784","0.72549, 0.62353, 0.15686","0.76987, 0.66176, 0.16087","0.82745, 0.62745, 0.21569","0.70588, 0.53725, 0.12549","0.7451, 0.66275, 0.27451","0.60784, 0.52941, 0.18824","0.65098, 0.51373, 0.18824",What is the color of the previous image?,,2022-03-31_11h01.03.324,Representative Color,2021.2.3,MacIntel,60.0024001,3238,,,,,,
,,,,,,,,-0.082595486,-0.195698785,1,0,0,1.3135,seventhChoice,6,"0.21431, 0.034629, 0.057098",2,0,2,2,2,1,resources/t1DSC_0025.png,"0.39608, 0.058824, 0.070588","0.21431, 0.034629, 0.057098","0.43656, 0.051112, 0.07439","0.51373, 0.35294, 0.40784","0.21961, 0.086275, 0.12549","0.33333, 0.019608, 0.031373","0.36078, 0.26667, 0.32157","0.48235, 0.22745, 0.26275",What is the color of the previous image?,,2022-03-31_11h01.03.324,Representative Color,2021.2.3,MacIntel,60.0024001,3238,,,,,,
,,,,,,,,-0.070868056,0.167773438,1,0,0,2.3471,firstChoice,0,"0.37942, 0.51262, 0.16068",3,0,3,3,17,1,resources/t1zpeppers.png,"0.35294, 0.47451, 0.15294","0.48235, 0.63529, 0.13725","0.37942, 0.51262, 0.16068","0.5104, 0.6743, 0.13948","0.41176, 0.59216, 0.11373","0.417, 0.55383, 0.14817","0.38255, 0.53277, 0.1372","0.44713, 0.61369, 0.1255",What is the color of the previous image?,,2022-03-31_11h01.03.324,Representative Color,2021.2.3,MacIntel,60.0024001,3238,,,,,,
,,,,,,,,-0.147799479,-0.047955729,1,0,0,1.2823,fifthChoice,4,"0.27231, 0.37211, 0.15269",5,0,4,4,19,1,resources/t1zgrass.png,"0.30588, 0.41569, 0.18824","0.36341, 0.42546, 0.21823","0.33318, 0.45547, 0.20282","0.32157, 0.38039, 0.19216","0.27231, 0.37211, 0.15269","0.31422, 0.39807, 0.19031","0.34895, 0.44055, 0.21071","0.28046, 0.35484, 0.15506",What is the color of the previous image?,,2022-03-31_11h01.03.324,Representative Color,2021.2.3,MacIntel,60.0024001,3238,,,,,,
